OccNo,OccYear,OccDate,OccClassID,OccurrenceType,OccSubType,AccIncType,AccIncSubType,Region,NearLocDescription,NearLocDistance,Latitude,Longitude,AreaType,PollutionIND,DGCargoReleaseIND,TotalFatalities,SeriousInjuries,NbVesselsInvolved,PrimaryVesselName,PrimaryVesselFlag,PrimaryVesselType,PrimaryVesselSubType,PrimaryVesselGrossTonnage,PrimaryVesselYearBuilt,PrimaryVesselYearRebuilt,PrimaryVesselActivityType,PrimaryVesselActivitySubType,PrimaryVesselLossIND,PRODUCTION_DT
M09C0040,2009,2009-09-07,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,CENTRAL REGION,"LOCK 5, WELLAND CANAL, ON",,43.13861,-79.19244,CANAL,NO,NO,0,1,1,BELUGA ENDEAVOUR,ANTIGUA AND BARBUDA,CARGO - SOLID,GENERAL CARGO,9611,2004,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09C0042,2009,2009-09-07,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"WHITEFISH BAY, LAKE SUPERIOR, ON",,47.55777,-90.16044,LAKE,NO,NO,0,0,1,CAPT. HENRY JACKMAN,CANADA,CARGO - SOLID,BULK CARRIER,19698,1981,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09W0178,2009,2009-09-07,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"GORDON CHANNEL, QUEEN CHARLOTTE STRAIT, BC",,50.89833,-127.6433,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,QUEST,UNITED STATES - US,FISHING,UNKNOWN,69,,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09W0182,2009,2009-09-07,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),PACIFIC REGION,"STRAIT OF GEORGIA, BC",,49.32166,-123.6233,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,FAEM,CANADA,SAILING VESSEL,RIG NOT SPECIFIED,,,,NOT ENGAGED IN COMMERCIAL ACTIVITY,N/A,NO,2018-08-15T10:01:40
M09C0041,2009,2009-09-08,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,NEAR ST. LAMBERT LOCK,,45.49659,-73.51811,CANAL,NO,NO,0,0,1,SAGUENAY,CANADA,CARGO - SOLID,BULK CARRIER,20148.31,1964,1972,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09H0005,2009,2009-09-09,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,CENTRAL REGION,"GULF OF BOOTHIA, NU",,68.7,-90.06666,AT SEA (GENERAL),NO,NO,0,0,1,DES GROSEILLIERS,CANADA,SERVICE SHIP,ICEBREAKER,6097.8,1982,,SERVICE,ICEBREAKING,NO,2018-08-15T10:01:40
M09W0183,2009,2009-09-09,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),PACIFIC REGION,"DENT RAPIDS, BC",,50.395,-125.1916,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,EMPIRE XX,CANADA,BARGE - UNSPECIFIED,N/A,1030.4,1974,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09C0044,2009,2009-09-10,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"CAPE VINCENT, ON",,44.12996,-76.34483,RIVER,NO,NO,0,0,1,WILF SEYMOUR,CANADA,TUG,N/A,410,1961,,SERVICE,PUSHING,NO,2018-08-15T10:01:40
M09W0184,2009,2009-09-10,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"GRENVILLE CHANNEL, BC",,53.91166,-130.2066,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,ISLAND STAR,UNITED STATES - US,FISHING,UNKNOWN,12,,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M09F0012,2009,2009-09-11,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,FOREIGN WATERS,"NEAR EISENHOWER LOCK, USA",,44.96972,-74.91083,CANAL,NO,NO,0,0,1,WILF SEYMOUR,CANADA,TUG,N/A,410,1961,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M09M0051,2009,2009-09-11,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,ATLANTIC REGION,"OFF GRAHAM'S POND, PEI",,46.085,-62.39638,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,LADY JENALEE,CANADA,FISHING,UNKNOWN,14,1996,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09W0185,2009,2009-09-12,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"STRAIT OF GEORGIA, BC",,48.87833,-123.2966,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,SPIRIT OF VANCOUVER ISLAND,CANADA,FERRY,PASSENGER/VEHICLE,18747,1993,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09L0157,2009,2009-09-13,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,CENTRAL REGION,"HAVRE ST-PIERRE, QC",,50.09555,-64.18861,AT SEA (GENERAL),NO,NO,0,0,1,NADIR,CANADA,FISHING,UNKNOWN,37.33,1975,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09N0031,2009,2009-09-13,3,ACCIDENT,SHIPPING ACCIDENT,SANK,FLOODING,ATLANTIC REGION,"ST JOHN'S, NFLD",,45.6,-51.01666,AT SEA (GENERAL),YES,NO,2,0,1,SEA GYPSY ENTERPRISES,CANADA,FISHING,UNKNOWN,63,1996,,FISHING,FISHING,YES,2018-08-15T10:01:40
M09W0194,2009,2009-09-13,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,WESTVIEW,,49.83444,-124.53,HARBOUR AREA,NO,NO,0,0,1,QUEEN OF BURNABY,CANADA,FERRY,PASSENGER/VEHICLE,4902.59,1965,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09C0049,2009,2009-09-14,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,"LAKE ERIE, ON",,41.95523,-82.71811,LAKE,NO,NO,0,0,1,MISSISSAGI,CANADA,CARGO - SOLID,BULK CARRIER,10588,1943,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09C0045,2009,2009-09-15,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),CENTRAL REGION,"BRIDGE 21, WELLAND CANAL, ON",,42.88543,-79.24857,CANAL,NO,NO,0,0,1,LUCIA,UNITED STATES - US,TUG,N/A,656,1995,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09L0158,2009,2009-09-16,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,"RIVIERE-AU-TONNERRE, QC",,50.27722,-64.78055,HARBOUR AREA,NO,NO,0,0,2,SYLVIA NO. 7,CANADA,SERVICE SHIP,CREW BOAT,12.24,1947,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M09W0187,2009,2009-09-16,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"OFF POWELL RIVER, BC",,49.85,-124.5666,CHANNEL / STRAIT / SOUND,YES,NO,0,0,1,COOL CHANGE,CANADA,FISHING,GILLNETTER,,1979,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09M0050,2009,2009-09-17,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),ATLANTIC REGION,"EASTERN PASSAGE, NS",,44.60666,-63.495,HARBOUR AREA,NO,NO,0,0,1,MISS FORTUNE I,CANADA,FISHING,UNKNOWN,28.42,1986,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09W0188,2009,2009-09-17,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),PACIFIC REGION,"JUAN DE FUCA STRAIT, BC",,48.38611,-123.3833,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,PACIFIC REWARD,CANADA,FISHING,TROLLER,37.32,1978,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09W0189,2009,2009-09-17,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),PACIFIC REGION,"HUNTER ISLAND, BC",,51.96194,-127.9538,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,ARCTIC KAPVIK,CANADA,BARGE - UNSPECIFIED,N/A,236.53,1972,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09L0159,2009,2009-09-18,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"TADOUSSAC, QC",,48.13777,-69.73055,HARBOUR AREA,NO,NO,0,0,1,GRAND FLEUVE,CANADA,PASSENGER,PASSENGER - CARGO,460.02,1989,,CARRIAGE OF PEOPLE,EXCURSION - WHALE WATCHING,NO,2018-08-15T10:01:40
M09L0160,2009,2009-09-18,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,NOT UNDER POWER (INCLUDES DRIFTING) (NON-INTENTIONAL),CENTRAL REGION,"WHARF LONGUE POINTE DE MINGAN, QC",,50.3,-64,HARBOUR AREA,NO,NO,0,0,4,LADY ELYSE,CANADA,FISHING,UNKNOWN,13.26,,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M09L0173,2009,2009-09-18,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"TADOUSSAC, QC",,48.13972,-69.71722,HARBOUR AREA,NO,NO,0,1,1,GRAND FLEUVE,CANADA,PASSENGER,PASSENGER - CARGO,460.02,1989,,CARRIAGE OF PEOPLE,EXCURSION - WHALE WATCHING,NO,2018-08-15T10:01:40
M09W0190,2009,2009-09-19,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"ROSE SPIT, BC",,54.1,-131.6166,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,NEW ENDEAVOR,CANADA,FISHING,UNKNOWN,29.08,2006,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09L0163,2009,2009-09-20,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"GULF OF ST. LAWRENCE, QC",,48.68444,-64.10083,AT SEA (GENERAL),NO,NO,0,0,1,FLORENCE M,CANADA,TUG,N/A,236,1961,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M09L0169,2009,2009-09-20,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"HUDSON STRAIT, OFF SALLUIT, QC",,62.77666,-75.93166,AT SEA (GENERAL),NO,NO,0,0,1,AVATAQ,CANADA,CARGO - SOLID,GENERAL CARGO,6037,1989,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09M0049,2009,2009-09-20,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,"BOARDING, BEING ON BOARD, FALLING OVERBOARD FROM THE SHIP",ATLANTIC REGION,"APPROACHES TO HALIFAX HARBOUR, NS",,44.55388,-63.43722,HARBOUR AREA,NO,NO,1,0,1,LADY TIANA,CANADA,FISHING,UNKNOWN,13.47,1992,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09W0197,2009,2009-09-20,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"ALIFORD BAY, BC",,53.21166,-131.9883,BAY,NO,NO,0,0,1,KWUNA,CANADA,PASSENGER,PASSENGER - CARGO,347,1975,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09H0004,2009,2009-09-21,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"NEAR SALLUIT, NU",,63.84752,-76.695,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,AVATAQ,CANADA,CARGO - SOLID,GENERAL CARGO,6037,1989,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09N0052,2009,2009-09-21,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"CARTWRIGHT, NL",,53.71416,-57.01,HARBOUR AREA,NO,NO,0,0,1,MOKAMI,CANADA,CARGO - LIQUID,PRODUCT TANKER,3015,1989,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09C0047,2009,2009-09-23,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,"NEAR COURTWRIGHT, ON",,42.81994,-82.47542,RIVER,NO,NO,0,0,1,CAPE PROVIDENCE,CANADA,SERVICE SHIP,OFFSHORE SUPPORT (INCL. ANCHOR HANDLING/DIVING/STANDBY),33.8,,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M09M0052,2009,2009-09-23,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),ATLANTIC REGION,"ORWELL BAY, PEI",,46.12888,-62.9025,BAY,NO,NO,0,0,1,MA BELLE,CANADA,FISHING,UNKNOWN,14.68,1992,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09M0053,2009,2009-09-23,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,ATLANTIC REGION,"MISCOU ISLAND, NB",,48.02,-64.63083,AT SEA (GENERAL),NO,NO,0,0,1,BERTIN,CANADA,FISHING,UNKNOWN,13,1996,,UNKNOWN,N/A,NO,2018-08-15T10:01:40
M09W0191,2009,2009-09-23,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",PACIFIC REGION,"DIXON ENTRANCE WEST, BC",,54.01666,-135.5,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,LA PORSCHE,CANADA,FISHING,UNKNOWN,93.32,1978,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09M0083,2009,2009-09-24,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),ATLANTIC REGION,"CLARKS HARBOUR, NS",,43.425,-65.62,HARBOUR AREA,NO,NO,0,0,1,CAPE LIGHT,CANADA,SERVICE SHIP,PATROL VESSEL (HARBOUR/SECURITY/RCMP),21.17,2001,,SERVICE,PATROL,NO,2018-08-15T10:01:40
M09W0210,2009,2009-09-24,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"LOUDOUN CHANNEL, PINDER ROCK, BC",,48.91666,-125.38,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,REGENT,CANADA,TUG,N/A,39.53,1987,,SERVICE,"TOWING, ASSISTING",NO,2018-08-15T10:01:40
M09L0161,2009,2009-09-25,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"GROS CACOUNA, QC",,47.93277,-69.51583,HARBOUR AREA,NO,NO,0,0,1,TUSCARORA,LIBERIA,CARGO - SOLID,BULK CARRIER,18121,1986,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09W0192,2009,2009-09-25,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"FRASER RIVER, BC",,49.12861,-123.2205,RIVER,NO,NO,0,0,1,PRINCESS SUPERIOR,CANADA,CARGO - SOLID,RO-RO-CARGO,3838.1,1974,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09W0193,2009,2009-09-25,3,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"DOUGLAS CHANNEL, BC",,53.7,-129.0833,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,PETERSFIELD,BAHAMAS,CARGO - SOLID,BULK CARRIER,27818,1985,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09W0195,2009,2009-09-25,5,INCIDENT,INCIDENT,RISK OF STRIKING (NEAR ALLISION),RISK OF ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES VESSELS),PACIFIC REGION,"TSAWWASSEN, BC",,49.04166,-123.2966,CHANNEL / STRAIT / SOUND,NO,NO,0,0,2,QUEEN OF ALBERNI,CANADA,FERRY,PASSENGER/VEHICLE,5863.22,1976,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09C0050,2009,2009-09-26,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,CENTRAL REGION,"NEAR PICTON, ON",,44.02817,-77.12825,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,QUINTE LOYALIST,CANADA,FERRY,PASSENGER,204.41,1954,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09M0054,2009,2009-09-27,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),ATLANTIC REGION,"LETETE, NB",,45.04111,-66.88861,HARBOUR AREA,NO,NO,0,0,1,JOHN E. RIGBY,CANADA,FERRY,OTHER,231.56,1976,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09M0055,2009,2009-09-27,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,ATLANTIC REGION,"DEEP PANUKE, SABLE ISLAND, NS",,44.8,-60.675,AT SEA (GENERAL),NO,NO,0,1,1,CALAMITY JANE,PANAMA,SERVICE SHIP,OFFSHORE SUPPORT (INCL. ANCHOR HANDLING/DIVING/STANDBY),10643,1978,,SERVICE,SURVEY,NO,2018-08-15T10:01:40
M09W0196,2009,2009-09-27,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,PACIFIC REGION,"SPIEDEN ISLAND, WA, USA",,48.65333,-123.1444,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,OTTER BAY,CANADA,SERVICE SHIP,COASTGUARD DUTIES (INCL. FISHERIES MANAGEMENT),21.31,1992,,SERVICE,RESEARCH,NO,2018-08-15T10:01:40
M09M0057,2009,2009-09-28,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"OFF PARKERS COVE, NB",,44.85,-65.56666,BAY,NO,NO,0,0,1,ARTEMIS II,CANADA,FISHING,UNKNOWN,35.23,1980,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09W0198,2009,2009-10-01,5,ACCIDENT,SHIPPING ACCIDENT,SANK,FLOODING,PACIFIC REGION,"SHELTER PASSAGE, BC",,50.88527,-127.5019,CHANNEL / STRAIT / SOUND,YES,NO,0,0,1,UNKNOWN - BARGE - CARGO SOLID,CANADA,BARGE - CARGO SOLID,,2300,,,SERVICE,"TOWING, ASSISTING",YES,2018-08-15T10:01:40
M09M0080,2009,2009-10-02,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,ATLANTIC REGION,"BAY OF FUNDY, NB",,45.09166,-66.61111,BAY,NO,NO,0,1,1,QUODDY SALMON,CANADA,FISHING,UNKNOWN,22.74,1993,,FISHING,AQUACULTURE OPERATIONS,NO,2018-08-15T10:01:40
M09M0056,2009,2009-10-04,5,INCIDENT,INCIDENT,RISK OF SINKING,N/A,ATLANTIC REGION,"CAPE SABLE ISLAND, NS",,42.425,-66.17666,AT SEA (GENERAL),NO,NO,0,0,1,UNFORGIVING ONE,CANADA,FISHING,UNKNOWN,18.98,1998,,FISHING,FISHING,YES,2018-08-15T10:01:40
M09N0032,2009,2009-10-04,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,ATLANTIC REGION,"CAPE PINE, NL",,46.2,-53.66666,AT SEA (GENERAL),NO,NO,0,0,1,MAJESTIC LADY,CANADA,FISHING,UNKNOWN,56.42,1988,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09N0047,2009,2009-10-04,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),ATLANTIC REGION,"PORTUGAL COVE, NL",,47.62666,-52.85666,HARBOUR AREA,NO,NO,0,0,1,BEAUMONT HAMEL,CANADA,FERRY,OTHER,831.31,1985,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09C0051,2009,2009-10-05,3,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),CENTRAL REGION,"LAKE SAINT. LOUIS, QC",,45.34138,-73.88194,LAKE,NO,NO,0,0,1,FEDERAL AGNO,CHINA,CARGO - SOLID,BULK CARRIER,17821,1985,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09L0164,2009,2009-10-05,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),CENTRAL REGION,"PORT OF QUEBEC, QC",,46.83138,-71.19472,HARBOUR AREA,NO,NO,0,0,2,ALGOWOOD,CANADA,CARGO - SOLID,BULK CARRIER,22558.33,1981,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09L0165,2009,2009-10-05,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,CENTRAL REGION,"BAIE-COMEAU, QC",,49.23583,-68.12916,HARBOUR AREA,NO,NO,0,1,1,CANADIAN ENTERPRISE,CANADA,CARGO - SOLID,BULK CARRIER,23344.98,1979,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09W0199,2009,2009-10-05,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,PACIFIC REGION,"HECATE STRAITS, BC",,53.31333,-131.0983,CHANNEL / STRAIT / SOUND,NO,NO,0,1,1,FREEPORT,CANADA,FISHING,UNKNOWN,126.16,1969,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09F0013,2009,2009-10-08,5,INCIDENT,INCIDENT,TOTAL FAILURE OF ANY MACHINERY OR TECHNICAL SYSTEM,N/A,FOREIGN WATERS,"TOLEDO, OHIO, USA",,41.66666,-83.53333,HARBOUR AREA,NO,NO,0,0,1,CUYAHOGA,CANADA,CARGO - SOLID,BULK CARRIER,10532,1943,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09L0167,2009,2009-10-08,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,CENTRAL REGION,"ST. LAURENCE RIVER, QC",,46.49789,-72.24584,RIVER,NO,NO,0,0,1,MAERSK PATRAS,UNITED KINGDOM,CARGO - SOLID,CONTAINER SHIP,31333,,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09W0200,2009,2009-10-08,5,ACCIDENT,SHIPPING ACCIDENT,GROUNDING,UNDER POWER (NON-INTENTIONAL),PACIFIC REGION,"HOPE ISLAND, BC",,50.89944,-127.9541,CHANNEL / STRAIT / SOUND,NO,NO,0,0,1,STORM DODGER,CANADA,FISHING,UNKNOWN,14.74,1977,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09N0033,2009,2009-10-09,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,ATLANTIC REGION,"APPROACHES TO ST. JOHN'S HARBOUR, NL",,47.56166,-52.65666,AT SEA (GENERAL),NO,NO,0,1,1,ANN HARVEY,CANADA,SERVICE SHIP,ICEBREAKER,3853.56,1987,,SERVICE,SAR,NO,2018-08-15T10:01:40
M09W0201,2009,2009-10-09,5,ACCIDENT,SHIPPING ACCIDENT,FIRE,N/A,PACIFIC REGION,"SWARTZ BAY FERRY TERMINAL, BC",,48.68333,-123.4,HARBOUR AREA,NO,NO,0,0,1,SPIRIT OF VANCOUVER ISLAND,CANADA,FERRY,PASSENGER/VEHICLE,18747,1993,,CARRIAGE OF PEOPLE,GENERAL,NO,2018-08-15T10:01:40
M09W0202,2009,2009-10-10,5,ACCIDENT,SHIPPING ACCIDENT,STRIKING,ALLISION WITH A FIXED OBJECT (STRIKING - INCLUDES BERTHED/DOCKED VESSELS),PACIFIC REGION,"KITIMAT, BC",,53.99444,-128.6805,HARBOUR AREA,NO,NO,0,0,1,CORELLA ARROW,BAHAMAS,CARGO - SOLID,GENERAL CARGO,44684,2009,,CARRIAGE OF GOODS,N/A,NO,2018-08-15T10:01:40
M09M0058,2009,2009-10-11,5,ACCIDENT,SHIPPING ACCIDENT,SUSTAINS DAMAGE RENDER UNSEAWORTHY/UNFIT FOR PURPOSE,"UNFIT FOR PURPOSE - ICE, WEATHER, ETC.",ATLANTIC REGION,NORTH SHORE OF PEI,,46.44166,-63,AT SEA (GENERAL),NO,NO,0,0,4,CODY RAY,CANADA,FISHING,UNKNOWN,14,1994,,FISHING,FISHING,NO,2018-08-15T10:01:40
M09W0237,2009,2009-10-11,5,ACCIDENT,ACCIDENT ABOARD SHIP,PERSON SERIOUSLY INJURED OR KILLED,IN CONTACT WITH ANY PART OF THE SHIP OR ITS CONTENTS,PACIFIC REGION,"CHATHAM POINT, JOHNSTONE STRAIT, BC",,50.33666,-125.43,CHANNEL / STRAIT / SOUND,NO,NO,0,1,1,LAST CAST,CANADA,PASSENGER,PASSENGER ONLY,4.9,2003,,CARRIAGE OF PEOPLE,SPORTS FISHING,NO,2018-08-15T10:01:40
